assignment_group,short_description
AZTEC.GP04.HRIT.01,Global job title appears out of line with the others under the same function | AZ Partners | Live |Configuration
AZTEC.GP04.HRIT.05,|SER_eRecUSAD|Hiring Manager access|SER|USER ADMIN|E-REC|AZP
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Nora Chang | AZ US Life | Live | <cause code>
AZTEC.GP04.HRIT.04,Report EC | AZSE | Live | Configuration
AZTEC.GP04.HRIT.06,User oguz.gencer@allianz.com.trc annot access new LMS HR Analyst role | AZ Turkey | Live | <cause code>
AZTEC.GP04.HRIT.01,Position cannot be found | AZ Germany | Live |Settings
AZTEC.GP04.HRIT.04,Access Rights Feedback EC |AZSE | Live | Authorization/access
AZTEC.GP04.HRIT.01,Request for user sync for employee 15021708 - gustavo.molina@allianz.es  | AZ Spain | Live | Authorization or access
AZTEC.GP04.HRIT.05,SER_eRecJSRH|external user not able to find position AZTE-7362164-6|SER|JOB SEARCH|E-REC|CAR
AZTEC.GP04.HRIT.01,Test ticket | AZ Tech IND | LIve |  Configuration
AZTEC.GP04.HRIT.04,davide petrella | AZ Italy | Live | Authorization/access |
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.05,|SER_eRecUSAD|Hiring Manager Issue|SER|USER ADMIN|E-REC|AZTE
AZTEC.GP04.HRIT.06,Not all fields populated for SFA Validation reports - defect in Reporting Center | WTA | Live | < cause code >
AZTEC.GP04.HRIT.03,Refresher Session: Invitation Mail to Data Privacy and Protection Training | AZ Tech | Live | Authorization/access
AZTEC.GP04.HRIT.01,Wrong Administrator Time | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.01,Please look into the below request as the employee is not able to access Success Factors. | AZ Technology India | Live | Authorization or access
AZTEC.GP04.HRIT.01,Libu Bhaskar(I82983) is not able to access SF. Please look into it. | AGCS | Live | configuration
AZTEC.GP04.HRIT.06,SuccessFactors Analytics (SFA) module: Major network latency using the modle in Australia | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.01,Employee Cannot Access EC | AZ UK | Live | <Authorization/Access>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Deletion of external profile|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.01,HRCR-326- Update  login method  to SSO
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.05,SER_eRecREQM|Hiring manager login Issue |SER|REQ MGMT|E-REC|AGI
AZTEC.GP04.HRIT.04,Text issue in Performance Form | AZ Uk | Live | < cause code >
AZTEC.GP04.HRIT.02,Import delta file | AZ Romania | Live | Data issues
AZTEC.GP04.HRIT.04,Massive extract Performance Form | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AEV
AZTEC.GP04.HRIT.04,User not able to log in SF | AGCS SE | Live | Configuration
AZTEC.GP04.HRIT.04,RE: New Account in Feeder  - Lin Yi | Euler Hermes | Live | <cause code>
AZTEC.GP04.HRIT.01,Users Cannot Access Employee Central/AllianzU | AZ US Life | Live |Authorization/Access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|EH
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | AGCS | Live | Authorization/access |
AZTEC.GP04.HRIT.04,User HR Unit Issue | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.02,Czech BoM not sync. properly (COO) in HRT | Allianz Czechia Republic | Live | Data issues
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | <Authorization/Access>
AZTEC.GP04.HRIT.04,HR Feeder Load July 2020 / Allianz Suisse (Virus checked) | AZ Switzerland | Live | Configuration
AZTEC.GP04.HRIT.04,Access Right reporting | AZSE | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Requisition details required|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Access to employee profile after creation in EC | AZ Partners France | Live | Authorization or access
AZTEC.GP04.HRIT.01,A concern has been raised by the employee Anurag Tripathi: 10205123/ I88214. He is unable to access SF.  | AZ Tech - India | Live | Authorization or access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.04,SuccessFactors Incident Request | AZ SE | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Recruiter portal issue|SER|REQ MNMT|E-REC|AZTE
AZTEC.GP04.HRIT.01,Employee Cannot Access EC | AZ UK | Live | <Authorization/access>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Issue in Account creation|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.01,Voluntary Exit as a self service in HRT 1.0  | AGCS | Live | General Enquiry
AZTEC.GP04.HRIT.04,AW: proxy rights for SF System | AZ Germany | Live | Authorization/access |
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring manager cannot see applicants|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.01,I have a message in my SuccessFactors notification that refrences a termination of an employee and their succession plan.  | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Problems to career site|SER|USER ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login issueSER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter access for user|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Please look into the below request as the employee is not able to access Success Factors. | AZ Tech - India | Live | configuration
AZTEC.GP04.HRIT.04,Form not Routing | AZ Partners USA | Live | Configuration
AZTEC.GP04.HRIT.04,FW: David Mason - Connect and SuccessFactors access | AGCS | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Forms in PM | AZ Partners USA | Live | Configuration
AZTEC.GP04.HRIT.02,Alert for Amadeus_travelManagement | AGCS FR | Live | Configuration
AZTEC.GP04.HRIT.01,Administrative access to Employee Central | AZ Tech - France | Live | Authorization/access
AZTEC.GP04.HRIT.04,HRT SF – PM Form Behavior Issue | AZ AP | Live | <cause code>
AZTEC.GP04.HRIT.03,System is not making new data updates correctly - TM | AZ Portugal | Live | < Settings >
AZTEC.GP04.HRIT.01,Report on all employees in Germany | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecINTF|Workflow related|SER|INTERFACE|E-REC|AZTE
AZTEC.GP04.HRIT.01,Template | AZ Australia | Live | <General Enquiry>
AZTEC.GP04.HRIT.01,No access to SF | AZ Germany | Live | Authorization or access
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Managers access|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.04,Execution of Performance Form Status Report | AZ Spain | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Not able to enter into the account|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.02,We had updated the cost center for the below employee but the update in sub department has not reflected in HCT. | AZ Technology India | Live | Network
AZTEC.GP04.HRIT.05,|SER_eRecUSAD|SAP E-Recruiting: External portal login issue|SER|USER ADMIN|E-REC|AZTE
AZTEC.GP04.HRIT.04,Automatic transfer* of LM failed in PM (*as per delivered HRCR 3636 Hotfix) | AZ Czech Republic | Live | < cause code >
AZTEC.GP04.HRIT.01,Execution of Performance Form Status Report | AZSpain | Live| Settings
AZTEC.GP04.HRIT.03,SuccessFactors Incident / Support Request Template | Euler Hermes | Live | Settings
AZTEC.GP04.HRIT.03,Not able to download reports_LMS Romania |  AZ Romania | Live | < cause code >
AZTEC.GP04.HRIT.04,AW: proxy rights for SF System | AZ Germany | Live | < cause code >
AZTEC.GP04.HRIT.03,Grant provisioning access to Paul Dobson in HRT PROD | AZ Tech | Live | Authorization / Access
AZTEC.GP04.HRIT.04,Priority Report 21/07/2020
AZTEC.GP04.HRIT.02,Element missing in creation new hire  | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.01,No access to Personalwelt | AGCS | Live | configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Problems |SER|USER ADMN|E-REC|ABV
AZTEC.GP04.HRIT.03,No Access to LMS | AZ Germany | Live | Settings
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,Packaged Integration: EC to ERP - Employee Organizational Assignment Replication v2.0|AZ Spain|Live|Configuration
AZTEC.GP04.HRIT.04,problem feeder update | AGCS | Live | Configuration
AZTEC.GP04.HRIT.02, AWP003_UltiPro_IN interface failing| Allianz Partners |Live| Configuration
AZTEC.GP04.HRIT.05,SER_eRecREQM|Candidate status informations|SER|REQ MGMT|E-REC|CAR
AZTEC.GP04.HRIT.01,Can't login successfactors portal | AZ Partners | Live | <Authorization/access>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|New account creation|SER|USER ADMN|E-REC|IRL
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.02,Dell Boomi alert: AZD-PRD-LP1-102 |AZ Germany| Live| Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Managers access|SER|USER ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Not able to create candidate account|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Problems |SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.01,Access Issue to SF | AZ Morocco | Live | <Authorization/access>
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | AGCS | Live | Authorization/access |
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Applicant details|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecJSRH|Naukri portal job posting information|SER|JOB SEARCH|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Managers access|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Not able to see the Requisitions|SER|REQ MNMT|E-REC|AZTE
AZTEC.GP04.HRIT.01,No access to Success Factors | AZ Austria | Live | <Authorization/access>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|External user not able to register|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue - External candidate|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.03,No access to page | AZ Tech - Austria | Live | Settings
AZTEC.GP04.HRIT.01,Agency employee has no access to SuccessFactors | AZ Austria | Live | Authorization or access
AZTEC.GP04.HRIT.01,test ticket
AZTEC.GP04.HRIT.04,Account Creation in Feeder | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.03,e2e_time_web_successfactors_uk: Web SuccessFactors BizX on t| AZ Tech India | LIVE | Settings
AZTEC.GP04.HRIT.04,Why is the rating option appearing in Mid Year PM form? Joy Mila Paruscio (SF ID 10802504) | AZ Autralia | Live | < cause code >
AZTEC.GP04.HRIT.04,2020 PM status report - missing forms | AZ Czech Republic | Live | < cause code >
AZTEC.GP04.HRIT.04,Feeder transfert + change in mail | AGCS | Live | Authorization/access |
AZTEC.GP04.HRIT.02,AZES_COMMDATA  | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.03,personal Development plan in Success Factors | AZ Greece | Live | Configuration
AZTEC.GP04.HRIT.01,Employee is not able to access SF | AZ Tech - India | Live | Authorization or access
AZTEC.GP04.HRIT.03,no Access to the LMS Tool | AZ Germany | Live | Settings
AZTEC.GP04.HRIT.04,Account Creation in Feeder | AZ Tech | Live | Authorization/access |
AZTEC.GP04.HRIT.03,No Access to the LMS Tool | AZ Germany | Live | Settings
AZTEC.GP04.HRIT.03,RE: SuccessFactors Access | AZ Germany | Live | < cause code >
AZTEC.GP04.HRIT.04,Couldn't Access Pentos Feeder | AZ Indonesia | Live |  Authorization / Access |
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | <Authorization/Access>
AZTEC.GP04.HRIT.06,HRT Production Access
AZTEC.GP04.HRIT.04,Missing PM Form 2020 for user 12800156 | AZ Czech Republic | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter Login Problems |SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,F4 / meine Services öffnen nicht | AZ Germany | Live | Access issue
AZTEC.GP04.HRIT.02,Request to grant EC Reporting Access|Allianz Thailand |Live||Data issues
AZTEC.GP04.HRIT.04,List of Inactive Users| AZ TECH | Live | Configuration
AZTEC.GP04.HRIT.01,SER_eRecREQ MNMT|List of Inactive Users|SER|REQ MNMT|HRT_SF|AZTE | AZ Tech - India | Live | Settings
AZTEC.GP04.HRIT.01,Insert New Record - Function | AZ Australia | Live | <Authorization/Access>
AZTEC.GP04.HRIT.03,LMS Admin access in SF | AGCS | Live | <cause code>
AZTEC.GP04.HRIT.02,APTR_INT_003 | AZ Turkey | Live | Configuration
AZTEC.GP04.HRIT.01,Incorrect FTE | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.01,Incorrect Reporting line - Catherine Allendorf  -  10802795 | AZ Australia | Live | Settings
AZTEC.GP04.HRIT.02,Alert for AZL032_SAILPOINT_OUT | AZL USA | Live | Configuration
AZTEC.GP04.HRIT.02,Alert for AZL004_AZTEK_OUT | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.04,Performance Form Status Report for AU0020_AUS and AU0020_NZ | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter portal Login Issue|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Not able to view the Requisition|SER|REQ MNMT|E-REC|AGI
AZTEC.GP04.HRIT.04,"INC0063037-Login to the site of "" Success Factors and Employee Central "" | AGI | Live | Authorization/Access"
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Managera access |SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter access|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|SAP E-Recruiting:  eRec Power Users |SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter Portal Login Issue|SER|USER ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZTSE
AZTEC.GP04.HRIT.03,System is not making new data updates correctly
AZTEC.GP04.HRIT.01,report iINFO PERSO | AZ France | Live | Settings
AZTEC.GP04.HRIT.03,Employee is not able to access SF and mandatory training links even after following the troubleshoot instructions.  | AZ Technology India | Live | < >
AZTEC.GP04.HRIT.05,SER_eRecUSAD|E-REC: Recruiter portal login issue|SER|USER ADMN|E-REC| AZCH
AZTEC.GP04.HRIT.04,AW: URGENT - HR IT SuccessFactors Incident / Support Request - Proxy Rights SuccessFactors | AZ Real Estate GmbH | Live | <cause code>
AZTEC.GP04.HRIT.02,AZAUS Mapping issue | REG
AZTEC.GP04.HRIT.03,WG: Support Request Template | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.03,"1.	Admin errors for Catalin Cucu_LMS Romania| AZ Romania | Live | < cause code >"
AZTEC.GP04.HRIT.04,Duplicated account olivier.assayag2@allianz.com | AZ Tech | Live | Configuration |
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | AZ Germany | Live | Configuration |
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.04,No Access to SF - Santhu.Joseph1@allianz.com | AZ Tech | Live | Authorization/access |
AZTEC.GP04.HRIT.03,Successfactor LMS not recording the completion of elearning on system 
AZTEC.GP04.HRIT.05,SER_eRecJSRH|Verification Code not received by Candidate |SER|JOB SEARC|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Problems to career site|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.04,Recover a PM Form (PDF) from users already transferred to another OE | AGCS SE | Live | Configuration
AZTEC.GP04.HRIT.04,Carol Plandes  -  15015252 . please remove her Performance Form in the Performance Module this has been launched in error  | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.03,Login failed Frau Janine Bailey [P. 128950] | AZ SE | Live | Authorization/access
AZTEC.GP04.HRIT.02, AZF002_GXP_ORG_OUT | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.02,APTR_INT_003 | AZ Turkey | Live | Configuration
AZTEC.GP04.HRIT.04,FW: form multrater | Euler Hermes | Live | Configuration
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Dana Potts | AZ US Life | Live | <cause code>
AZTEC.GP04.HRIT.02,MAIN: DEPT FEEDER - SK | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecINFT|Synch Issue|SER|INTERFACE|E-REC|AGCS
AZTEC.GP04.HRIT.05,|SER_eRecREQM|SAP E-Recruiting: Signature change|SER|REQ MGMT|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZFR
AZTEC.GP04.HRIT.05,SER_eRecINFT|Sync Issue with one career|SER|INTERFACE|E-REC|AGCS
AZTEC.GP04.HRIT.03,SuccessFactors Incident / Support Request Template | AZ Germany | Live | < cause code >
AZTEC.GP04.HRIT.04, Proxy: User not accessible | AZSE| Live | Authorization / Access
AZTEC.GP04.HRIT.03,Unable to access DSE Assessment | AZ UK | Live | Authorization/access
AZTEC.GP04.HRIT.04,Feeder Record updates | AGCS | Live | < cause code >
AZTEC.GP04.HRIT.04,Forms in PM | AZ USA | Live | Configuration
AZTEC.GP04.HRIT.04,HR Feeder duplicates (Virus checked) | AZ Switzerland | Live | Configuration |
AZTEC.GP04.HRIT.03,Priority Request: Access rights in Learning Management System | AZ Romania | Live | Settings
AZTEC.GP04.HRIT.03,Error message: No Access to LMS | AZ Germnay | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Priority status report ( K7GG262572 ) | AZ Croatia | Live | <cause code>
AZTEC.GP04.HRIT.04,URGENT - HR IT SuccessFactors Incident / Support Request - Proxy Rights SuccessFactors | AZ Tech | Live | Authorization/Access
AZTEC.GP04.HRIT.03,Please look into the issue as the employee - 10201481 is not able to access Allianz U option | AZ Technology India | Live | Authorization/Access
AZTEC.GP04.HRIT.01,Blocked when creating new employee - position not found even it is created and valid | AZ Benelux | Live | <Settings>
AZTEC.GP04.HRIT.01,No Access to Meine Services/Personalwelt | AGCS | Live | Authorization/access
AZTEC.GP04.HRIT.01,Employee cannot access Success Factors   | AZ Tech - UK | Live | Authorization or access
AZTEC.GP04.HRIT.04,SuccessFactor login failure | AZ Tech | Live | Authorization/access |
AZTEC.GP04.HRIT.04,duplicate account |   AZ Tech | Live | Configuration |
AZTEC.GP04.HRIT.01,Test | AZ Germany |Live | General Enquiry
AZTEC.GP04.HRIT.01,Location Change | AZ Germany | Live  | Service request
AZTEC.GP04.HRIT.01,UAT - Leading '0' not sent for Legal Establishment field | AZ France | Live | Configuration
AZTEC.GP04.HRIT.04,No Access to SF – Aaron Davis | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,AAL Interface Error | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|APKV
AZTEC.GP04.HRIT.03,LMS - Learning Management System | AZ Germany | Live | <cause code>
AZTEC.GP04.HRIT.01,15 Internet Explorer 11 - Ansicht der Seiten ist veraendert | AZ Germany | Live  | <Authorization / Access>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Problems to career site|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.03,Technical problem to access Successfactor | AWP France | Live | Access/Authoriztion
AZTEC.GP04.HRIT.01,Access to SFA | AZ Germany | Live |Authorization/Access
AZTEC.GP04.HRIT.04,Please remove the Performance Form in Performance Module - Carol Plandes - 15015252 | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.01,Ram Kishan Anantharaman (I90125) is not able to access SF | AZ Tech - India | Live | Authorization/Access
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request | AZ SE | Live | Configuration |
AZTEC.GP04.HRIT.02,DELL BOOMI ALERT : APTR_INT_003 | AZ Turkey | Live | Configuration
